quiz_id,course_id,difficulty_level,title,description,total_questions,passing_score,time_limit,created_at
930,310,Hard,Nutrition Fundamentals - Hard Quiz,"Test your hard level knowledge of Nutrition Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
931,311,Easy,Advanced Wellness - Easy Quiz,"Test your easy level knowledge of Advanced Wellness. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
932,311,Medium,Advanced Wellness - Medium Quiz,"Test your medium level knowledge of Advanced Wellness. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
933,311,Hard,Advanced Wellness - Hard Quiz,"Test your hard level knowledge of Advanced Wellness. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
934,312,Easy,Complete Wellness Course - Easy Quiz,"Test your easy level knowledge of Complete Wellness Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
935,312,Medium,Complete Wellness Course - Medium Quiz,"Test your medium level knowledge of Complete Wellness Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
936,312,Hard,Complete Wellness Course - Hard Quiz,"Test your hard level knowledge of Complete Wellness Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
937,313,Easy,Advanced Wellness - Easy Quiz,"Test your easy level knowledge of Advanced Wellness. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
938,313,Medium,Advanced Wellness - Medium Quiz,"Test your medium level knowledge of Advanced Wellness. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
939,313,Hard,Advanced Wellness - Hard Quiz,"Test your hard level knowledge of Advanced Wellness. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
940,314,Easy,Meditation Bootcamp - Easy Quiz,"Test your easy level knowledge of Meditation Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
941,314,Medium,Meditation Bootcamp - Medium Quiz,"Test your medium level knowledge of Meditation Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
942,314,Hard,Meditation Bootcamp - Hard Quiz,"Test your hard level knowledge of Meditation Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
943,315,Easy,Advanced Wellness - Easy Quiz,"Test your easy level knowledge of Advanced Wellness. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
944,315,Medium,Advanced Wellness - Medium Quiz,"Test your medium level knowledge of Advanced Wellness. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
945,315,Hard,Advanced Wellness - Hard Quiz,"Test your hard level knowledge of Advanced Wellness. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
946,316,Easy,Master Fitness - Easy Quiz,"Test your easy level knowledge of Master Fitness. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
947,316,Medium,Master Fitness - Medium Quiz,"Test your medium level knowledge of Master Fitness. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
948,316,Hard,Master Fitness - Hard Quiz,"Test your hard level knowledge of Master Fitness. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
949,317,Easy,Nutrition Bootcamp - Easy Quiz,"Test your easy level knowledge of Nutrition Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
950,317,Medium,Nutrition Bootcamp - Medium Quiz,"Test your medium level knowledge of Nutrition Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
951,317,Hard,Nutrition Bootcamp - Hard Quiz,"Test your hard level knowledge of Nutrition Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
952,318,Easy,Master Mental Health - Easy Quiz,"Test your easy level knowledge of Master Mental Health. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
953,318,Medium,Master Mental Health - Medium Quiz,"Test your medium level knowledge of Master Mental Health. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
954,318,Hard,Master Mental Health - Hard Quiz,"Test your hard level knowledge of Master Mental Health. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
955,319,Easy,Fitness Bootcamp - Easy Quiz,"Test your easy level knowledge of Fitness Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
956,319,Medium,Fitness Bootcamp - Medium Quiz,"Test your medium level knowledge of Fitness Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
957,319,Hard,Fitness Bootcamp - Hard Quiz,"Test your hard level knowledge of Fitness Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
958,320,Easy,Master Yoga - Easy Quiz,"Test your easy level knowledge of Master Yoga. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
959,320,Medium,Master Yoga - Medium Quiz,"Test your medium level knowledge of Master Yoga. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
960,320,Hard,Master Yoga - Hard Quiz,"Test your hard level knowledge of Master Yoga. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
961,321,Easy,Professional Nutrition - Easy Quiz,"Test your easy level knowledge of Professional Nutrition. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
962,321,Medium,Professional Nutrition - Medium Quiz,"Test your medium level knowledge of Professional Nutrition. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
963,321,Hard,Professional Nutrition - Hard Quiz,"Test your hard level knowledge of Professional Nutrition. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
964,322,Easy,Fitness for Beginners - Easy Quiz,"Test your easy level knowledge of Fitness for Beginners. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
965,322,Medium,Fitness for Beginners - Medium Quiz,"Test your medium level knowledge of Fitness for Beginners. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
966,322,Hard,Fitness for Beginners - Hard Quiz,"Test your hard level knowledge of Fitness for Beginners. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
967,323,Easy,Fitness from Scratch - Easy Quiz,"Test your easy level knowledge of Fitness from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
968,323,Medium,Fitness from Scratch - Medium Quiz,"Test your medium level knowledge of Fitness from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
969,323,Hard,Fitness from Scratch - Hard Quiz,"Test your hard level knowledge of Fitness from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
970,324,Easy,Fitness Masterclass - Easy Quiz,"Test your easy level knowledge of Fitness Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
971,324,Medium,Fitness Masterclass - Medium Quiz,"Test your medium level knowledge of Fitness Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
972,324,Hard,Fitness Masterclass - Hard Quiz,"Test your hard level knowledge of Fitness Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
973,325,Easy,Communication from Scratch - Easy Quiz,"Test your easy level knowledge of Communication from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
974,325,Medium,Communication from Scratch - Medium Quiz,"Test your medium level knowledge of Communication from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
975,325,Hard,Communication from Scratch - Hard Quiz,"Test your hard level knowledge of Communication from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
976,326,Easy,Productivity Bootcamp - Easy Quiz,"Test your easy level knowledge of Productivity Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
977,326,Medium,Productivity Bootcamp - Medium Quiz,"Test your medium level knowledge of Productivity Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
978,326,Hard,Productivity Bootcamp - Hard Quiz,"Test your hard level knowledge of Productivity Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
979,327,Easy,Career Development from Scratch - Easy Quiz,"Test your easy level knowledge of Career Development from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
980,327,Medium,Career Development from Scratch - Medium Quiz,"Test your medium level knowledge of Career Development from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
981,327,Hard,Career Development from Scratch - Hard Quiz,"Test your hard level knowledge of Career Development from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
982,328,Easy,Complete Communication Course - Easy Quiz,"Test your easy level knowledge of Complete Communication Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
983,328,Medium,Complete Communication Course - Medium Quiz,"Test your medium level knowledge of Complete Communication Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
984,328,Hard,Complete Communication Course - Hard Quiz,"Test your hard level knowledge of Complete Communication Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
985,329,Easy,Advanced Time Management - Easy Quiz,"Test your easy level knowledge of Advanced Time Management. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
986,329,Medium,Advanced Time Management - Medium Quiz,"Test your medium level knowledge of Advanced Time Management. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
987,329,Hard,Advanced Time Management - Hard Quiz,"Test your hard level knowledge of Advanced Time Management. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
988,330,Easy,Public Speaking Fundamentals - Easy Quiz,"Test your easy level knowledge of Public Speaking Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
989,330,Medium,Public Speaking Fundamentals - Medium Quiz,"Test your medium level knowledge of Public Speaking Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
990,330,Hard,Public Speaking Fundamentals - Hard Quiz,"Test your hard level knowledge of Public Speaking Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
991,331,Easy,Career Development from Scratch - Easy Quiz,"Test your easy level knowledge of Career Development from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
992,331,Medium,Career Development from Scratch - Medium Quiz,"Test your medium level knowledge of Career Development from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
993,331,Hard,Career Development from Scratch - Hard Quiz,"Test your hard level knowledge of Career Development from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
994,332,Easy,Learn Communication - Easy Quiz,"Test your easy level knowledge of Learn Communication. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
995,332,Medium,Learn Communication - Medium Quiz,"Test your medium level knowledge of Learn Communication. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
996,332,Hard,Learn Communication - Hard Quiz,"Test your hard level knowledge of Learn Communication. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
997,333,Easy,Learn Career Development - Easy Quiz,"Test your easy level knowledge of Learn Career Development. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
998,333,Medium,Learn Career Development - Medium Quiz,"Test your medium level knowledge of Learn Career Development. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
999,333,Hard,Learn Career Development - Hard Quiz,"Test your hard level knowledge of Learn Career Development. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1000,334,Easy,Learn Productivity - Easy Quiz,"Test your easy level knowledge of Learn Productivity. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1001,334,Medium,Learn Productivity - Medium Quiz,"Test your medium level knowledge of Learn Productivity. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1002,334,Hard,Learn Productivity - Hard Quiz,"Test your hard level knowledge of Learn Productivity. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1003,335,Easy,Communication Fundamentals - Easy Quiz,"Test your easy level knowledge of Communication Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1004,335,Medium,Communication Fundamentals - Medium Quiz,"Test your medium level knowledge of Communication Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1005,335,Hard,Communication Fundamentals - Hard Quiz,"Test your hard level knowledge of Communication Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1006,336,Easy,Public Speaking Bootcamp - Easy Quiz,"Test your easy level knowledge of Public Speaking Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1007,336,Medium,Public Speaking Bootcamp - Medium Quiz,"Test your medium level knowledge of Public Speaking Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1008,336,Hard,Public Speaking Bootcamp - Hard Quiz,"Test your hard level knowledge of Public Speaking Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1009,337,Easy,Professional Productivity - Easy Quiz,"Test your easy level knowledge of Professional Productivity. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1010,337,Medium,Professional Productivity - Medium Quiz,"Test your medium level knowledge of Professional Productivity. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1011,337,Hard,Professional Productivity - Hard Quiz,"Test your hard level knowledge of Professional Productivity. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1012,338,Easy,Advanced Communication - Easy Quiz,"Test your easy level knowledge of Advanced Communication. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1013,338,Medium,Advanced Communication - Medium Quiz,"Test your medium level knowledge of Advanced Communication. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1014,338,Hard,Advanced Communication - Hard Quiz,"Test your hard level knowledge of Advanced Communication. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1015,339,Easy,Complete Time Management Course - Easy Quiz,"Test your easy level knowledge of Complete Time Management Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1016,339,Medium,Complete Time Management Course - Medium Quiz,"Test your medium level knowledge of Complete Time Management Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1017,339,Hard,Complete Time Management Course - Hard Quiz,"Test your hard level knowledge of Complete Time Management Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1018,340,Easy,Time Management for Advanceds - Easy Quiz,"Test your easy level knowledge of Time Management for Advanceds. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1019,340,Medium,Time Management for Advanceds - Medium Quiz,"Test your medium level knowledge of Time Management for Advanceds. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1020,340,Hard,Time Management for Advanceds - Hard Quiz,"Test your hard level knowledge of Time Management for Advanceds. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1021,341,Easy,Master Productivity - Easy Quiz,"Test your easy level knowledge of Master Productivity. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1022,341,Medium,Master Productivity - Medium Quiz,"Test your medium level knowledge of Master Productivity. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1023,341,Hard,Master Productivity - Hard Quiz,"Test your hard level knowledge of Master Productivity. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1024,342,Easy,Professional Career Development - Easy Quiz,"Test your easy level knowledge of Professional Career Development. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1025,342,Medium,Professional Career Development - Medium Quiz,"Test your medium level knowledge of Professional Career Development. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1026,342,Hard,Professional Career Development - Hard Quiz,"Test your hard level knowledge of Professional Career Development. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1027,343,Easy,Time Management Fundamentals - Easy Quiz,"Test your easy level knowledge of Time Management Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1028,343,Medium,Time Management Fundamentals - Medium Quiz,"Test your medium level knowledge of Time Management Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1029,343,Hard,Time Management Fundamentals - Hard Quiz,"Test your hard level knowledge of Time Management Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1030,344,Easy,Communication for Beginners - Easy Quiz,"Test your easy level knowledge of Communication for Beginners. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1031,344,Medium,Communication for Beginners - Medium Quiz,"Test your medium level knowledge of Communication for Beginners. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1032,344,Hard,Communication for Beginners - Hard Quiz,"Test your hard level knowledge of Communication for Beginners. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1033,345,Easy,Professional Communication - Easy Quiz,"Test your easy level knowledge of Professional Communication. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1034,345,Medium,Professional Communication - Medium Quiz,"Test your medium level knowledge of Professional Communication. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1035,345,Hard,Professional Communication - Hard Quiz,"Test your hard level knowledge of Professional Communication. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1036,346,Easy,Communication for Beginners - Easy Quiz,"Test your easy level knowledge of Communication for Beginners. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1037,346,Medium,Communication for Beginners - Medium Quiz,"Test your medium level knowledge of Communication for Beginners. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1038,346,Hard,Communication for Beginners - Hard Quiz,"Test your hard level knowledge of Communication for Beginners. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1039,347,Easy,Time Management Fundamentals - Easy Quiz,"Test your easy level knowledge of Time Management Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1040,347,Medium,Time Management Fundamentals - Medium Quiz,"Test your medium level knowledge of Time Management Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1041,347,Hard,Time Management Fundamentals - Hard Quiz,"Test your hard level knowledge of Time Management Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1042,348,Easy,Master Career Development - Easy Quiz,"Test your easy level knowledge of Master Career Development. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1043,348,Medium,Master Career Development - Medium Quiz,"Test your medium level knowledge of Master Career Development. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1044,348,Hard,Master Career Development - Hard Quiz,"Test your hard level knowledge of Master Career Development. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1045,349,Easy,Learn Communication - Easy Quiz,"Test your easy level knowledge of Learn Communication. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1046,349,Medium,Learn Communication - Medium Quiz,"Test your medium level knowledge of Learn Communication. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1047,349,Hard,Learn Communication - Hard Quiz,"Test your hard level knowledge of Learn Communication. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1048,350,Easy,Career Development from Scratch - Easy Quiz,"Test your easy level knowledge of Career Development from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1049,350,Medium,Career Development from Scratch - Medium Quiz,"Test your medium level knowledge of Career Development from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1050,350,Hard,Career Development from Scratch - Hard Quiz,"Test your hard level knowledge of Career Development from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1051,351,Easy,Public Speaking Masterclass - Easy Quiz,"Test your easy level knowledge of Public Speaking Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1052,351,Medium,Public Speaking Masterclass - Medium Quiz,"Test your medium level knowledge of Public Speaking Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1053,351,Hard,Public Speaking Masterclass - Hard Quiz,"Test your hard level knowledge of Public Speaking Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1054,352,Easy,Productivity Fundamentals - Easy Quiz,"Test your easy level knowledge of Productivity Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1055,352,Medium,Productivity Fundamentals - Medium Quiz,"Test your medium level knowledge of Productivity Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1056,352,Hard,Productivity Fundamentals - Hard Quiz,"Test your hard level knowledge of Productivity Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1057,353,Easy,Advanced Career Development - Easy Quiz,"Test your easy level knowledge of Advanced Career Development. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1058,353,Medium,Advanced Career Development - Medium Quiz,"Test your medium level knowledge of Advanced Career Development. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1059,353,Hard,Advanced Career Development - Hard Quiz,"Test your hard level knowledge of Advanced Career Development. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1060,354,Easy,Public Speaking for Advanceds - Easy Quiz,"Test your easy level knowledge of Public Speaking for Advanceds. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1061,354,Medium,Public Speaking for Advanceds - Medium Quiz,"Test your medium level knowledge of Public Speaking for Advanceds. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1062,354,Hard,Public Speaking for Advanceds - Hard Quiz,"Test your hard level knowledge of Public Speaking for Advanceds. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1063,355,Easy,Complete Public Speaking Course - Easy Quiz,"Test your easy level knowledge of Complete Public Speaking Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1064,355,Medium,Complete Public Speaking Course - Medium Quiz,"Test your medium level knowledge of Complete Public Speaking Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1065,355,Hard,Complete Public Speaking Course - Hard Quiz,"Test your hard level knowledge of Complete Public Speaking Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1066,356,Easy,Complete Penetration Testing Course - Easy Quiz,"Test your easy level knowledge of Complete Penetration Testing Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1067,356,Medium,Complete Penetration Testing Course - Medium Quiz,"Test your medium level knowledge of Complete Penetration Testing Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1068,356,Hard,Complete Penetration Testing Course - Hard Quiz,"Test your hard level knowledge of Complete Penetration Testing Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1069,357,Easy,Complete Ethical Hacking Course - Easy Quiz,"Test your easy level knowledge of Complete Ethical Hacking Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1070,357,Medium,Complete Ethical Hacking Course - Medium Quiz,"Test your medium level knowledge of Complete Ethical Hacking Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1071,357,Hard,Complete Ethical Hacking Course - Hard Quiz,"Test your hard level knowledge of Complete Ethical Hacking Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1072,358,Easy,Networking Masterclass - Easy Quiz,"Test your easy level knowledge of Networking Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1073,358,Medium,Networking Masterclass - Medium Quiz,"Test your medium level knowledge of Networking Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1074,358,Hard,Networking Masterclass - Hard Quiz,"Test your hard level knowledge of Networking Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1075,359,Easy,Learn CISSP - Easy Quiz,"Test your easy level knowledge of Learn CISSP. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1076,359,Medium,Learn CISSP - Medium Quiz,"Test your medium level knowledge of Learn CISSP. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1077,359,Hard,Learn CISSP - Hard Quiz,"Test your hard level knowledge of Learn CISSP. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1078,360,Easy,CISSP from Scratch - Easy Quiz,"Test your easy level knowledge of CISSP from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1079,360,Medium,CISSP from Scratch - Medium Quiz,"Test your medium level knowledge of CISSP from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1080,360,Hard,CISSP from Scratch - Hard Quiz,"Test your hard level knowledge of CISSP from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1081,361,Easy,Complete CISSP Course - Easy Quiz,"Test your easy level knowledge of Complete CISSP Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1082,361,Medium,Complete CISSP Course - Medium Quiz,"Test your medium level knowledge of Complete CISSP Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1083,361,Hard,Complete CISSP Course - Hard Quiz,"Test your hard level knowledge of Complete CISSP Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1084,362,Easy,Penetration Testing Fundamentals - Easy Quiz,"Test your easy level knowledge of Penetration Testing Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1085,362,Medium,Penetration Testing Fundamentals - Medium Quiz,"Test your medium level knowledge of Penetration Testing Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1086,362,Hard,Penetration Testing Fundamentals - Hard Quiz,"Test your hard level knowledge of Penetration Testing Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1087,363,Easy,Learn CompTIA - Easy Quiz,"Test your easy level knowledge of Learn CompTIA. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1088,363,Medium,Learn CompTIA - Medium Quiz,"Test your medium level knowledge of Learn CompTIA. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1089,363,Hard,Learn CompTIA - Hard Quiz,"Test your hard level knowledge of Learn CompTIA. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1090,364,Easy,Learn Ethical Hacking - Easy Quiz,"Test your easy level knowledge of Learn Ethical Hacking. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
1091,364,Medium,Learn Ethical Hacking - Medium Quiz,"Test your medium level knowledge of Learn Ethical Hacking. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
1092,364,Hard,Learn Ethical Hacking - Hard Quiz,"Test your hard level knowledge of Learn Ethical Hacking. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
1093,365,Easy,Learn Penetration Testing - Easy Quiz,"Test your easy level knowledge of Learn Penetration Testing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
